0	42
0	111
0	56
0	32
0	4
0	41
0	16
0	30
0	0
0	14
0	82
0	55
0	94
0	36
0	15
0	79
0	64
0	107
0	130
0	5
0	38
0	126
0	65
0	26
0	117
0	9
0	67
0	54
0	37
0	45
0	29
0	12
0	62
0	93
0	125
0	100
0	114
0	1
0	77
0	46
0	84
0	52
0	48
0	63
0	73
0	60
0	39
0	40
0	17
0	69
0	74
0	81
0	50
0	131
0	88
1	59
1	45
1	114
1	4
1	12
1	32
1	20
1	0
1	55
1	75
1	125
1	129
1	29
1	62
1	39
1	18
1	65
2	94
2	39
2	74
2	129
2	50
2	100
2	15
2	55
2	11
2	16
2	32
2	56
2	0
2	130
2	38
2	18
2	126
2	6
2	9
2	64
2	67
2	37
2	12
2	62
2	59
3	78
3	121
3	12
3	17
3	62
3	93
3	19
3	45
3	86
3	30
3	74
3	0
4	0
4	82
4	120
4	100
4	74
4	39
4	5
4	38
4	16
4	126
4	15
4	32
4	62
4	64
4	106
4	65
4	57
4	114
4	59
4	6
4	95
4	10
4	61
4	128
4	12
5	100
5	74
5	121
5	77
5	39
5	129
5	81
5	25
5	80
5	6
5	9
5	67
5	114
5	37
5	12
5	62
5	10
5	7
5	99
5	93
5	61
5	130
5	75
5	64
5	30
5	111
5	32
5	0
5	15
5	3
5	112
5	19
6	12
6	62
6	9
6	93
6	5
6	38
6	126
6	85
6	49
6	112
6	99
6	46
6	77
6	39
6	119
6	6
6	67
6	114
6	37
6	45
6	74
6	19
6	86
6	61
6	75
6	64
6	111
6	10
6	56
6	16
6	0
6	94
6	15
6	13
6	116
6	32
6	29
7	14
7	16
7	71
7	52
7	48
7	121
7	1
7	73
7	60
7	113
7	47
7	0
7	35
7	32
7	57
7	111
7	93
7	62
7	12
7	59
7	37
7	9
7	117
7	126
7	38
7	5
7	128
7	13
7	94
8	117
8	9
8	114
8	0
9	78
9	93
9	61
9	64
9	32
9	4
9	0
9	17
9	74
9	39
9	12
9	18
10	82
10	0
10	41
10	38
10	111
10	30
10	117
10	4
10	5
10	59
10	12
10	95
10	73
10	18
11	10
11	62
11	7
11	93
11	61
11	64
11	75
11	37
11	59
11	30
11	114
11	67
11	9
11	6
11	26
11	65
11	126
11	12
11	16
11	0
11	35
11	96
11	25
11	99
11	121
11	78
11	95
11	39
11	74
11	129
11	100
11	13
11	15
11	55
11	82
11	102
11	38
11	5
12	25
12	42
12	69
12	101
12	122
12	49
12	125
12	18
12	70
12	38
12	65
12	117
12	114
12	37
12	100
12	12
12	10
12	130
12	64
12	30
12	4
12	41
12	0
12	36
12	62
13	62
13	10
13	50
13	82
13	6
13	67
13	114
13	54
13	37
13	45
13	59
13	1
13	51
13	29
13	35
13	48
13	55
13	94
13	36
13	13
13	95
13	124
13	125
13	12
13	66
13	71
13	74
13	117
13	65
13	126
13	128
13	93
13	61
13	130
13	107
13	64
13	30
13	56
13	57
13	32
13	43
13	4
13	77
13	16
13	14
13	42
13	79
13	113
13	60
13	101
13	0
13	40
14	126
14	16
14	0
14	94
14	60
14	61
14	65
15	25
15	15
15	6
15	59
15	12
15	130
15	0
15	57
16	5
16	64
16	75
16	19
16	10
16	62
16	29
16	65
16	45
16	37
16	67
16	6
16	26
16	38
