0	3
0	4
0	2
1	1
1	0
2	0
2	4
3	5
4	4
4	3
5	5
6	5
7	4
8	4
9	0
9	5
9	4
10	4
10	1
10	0
11	0
12	5
12	0
12	1
13	4
14	4
15	0
16	0
17	1
17	5
17	0
17	4
18	0
19	4
20	1
20	3
21	0
21	5
22	4
23	4
24	4
25	4
26	4
27	4
28	1
28	0
29	0
30	0
31	5
32	5
33	0
33	1
34	3
34	4
35	4
36	4
37	4
38	0
39	4
40	4
41	3
41	2
42	4
42	5
43	0
43	4
44	0
44	4
45	5
46	3
46	1
47	0
48	0
48	4
49	4
50	1
50	0
51	4
52	4
53	4
54	4
55	3
55	4
56	0
56	5
57	4
58	3
58	4
59	4
59	3
59	2
60	0
61	1
62	2
62	3
63	5
64	1
64	0
64	2
65	2
65	3
66	3
66	2
67	4
68	4
69	4
70	4
71	0
71	1
71	4
72	4
73	1
73	3
74	2
75	4
76	0
76	1
77	0
77	1
78	5
78	4
79	0
80	4
81	4
82	5
82	0
83	0
84	5
85	5
86	1
86	3
87	3
87	4
88	4
88	3
89	3
89	1
90	1
90	3
91	3
91	1
92	0
93	0
94	0
95	0
95	1
96	4
97	4
97	1
97	3
98	4
99	4
100	4
101	5
102	4
103	0
104	4
105	1
105	0
106	4
107	4
108	4
108	2
109	4
110	4
111	1
111	0
112	4
112	1
112	0
113	1
113	0
114	0
115	0
116	1
116	0
117	5
118	0
119	4
119	1
119	0
120	0
120	4
121	5
121	0
122	0
123	2
123	4
124	4
124	5
125	0
126	4
126	0
126	1
127	4
128	4
129	2
129	1
130	0
131	4
132	4
133	0
133	1
134	4
135	4
136	4
137	0
137	1
138	4
138	3
139	0
140	0
140	1
141	0
141	1
142	1
142	0
143	1
143	0
144	1
144	4
144	5
144	0
145	0
145	4
146	0
147	0
148	4
148	0
149	4
150	4
151	5
152	2
152	4
153	0
154	4
155	3
155	4
156	0
157	0
158	0
158	1
158	3
159	4
159	5
160	4
161	0
162	4
163	1
163	0
164	1
164	5
164	0
165	4
166	4
167	1
167	0
167	4
168	4
168	3
169	0
170	4
170	3
171	0
172	0
173	1
173	0
174	4
175	0
175	1
176	0
176	5
177	4
178	0
179	4
180	4
181	5
182	4
183	0
184	0
185	5
186	0
187	4
188	5
189	3
189	1
190	5
191	3
192	5
193	5
193	4
194	0
195	3
195	0
196	4
197	4
198	4
199	0
200	0
201	5
202	0
203	5
204	1
205	5
206	5
206	0
207	4
208	5
209	4
210	4
211	0
212	4
213	4
214	0
215	4
216	5
217	4
218	5
219	0
220	0
221	4
222	0
223	4
224	1
225	0
225	1
226	5
227	4
227	0
228	0
229	4
230	4
231	4
232	4
233	4
234	0
234	1
235	0
235	3
236	4
237	3
237	4
238	1
238	0
239	4
240	4
241	3
241	4
242	4
243	1
243	4
243	0
244	4
245	0
245	4
246	3
246	1
247	4
248	0
248	4
249	4
250	4
251	4
252	5
252	4
253	0
254	0
254	1
254	3
255	0
255	4
255	1
256	3
256	4
257	4
258	4
259	1
259	0
259	5
260	2
260	3
261	1
261	0
262	4
263	2
263	4
264	4
265	4
266	4
267	4
268	4
269	4
269	3
270	3
271	3
272	3
272	2
273	3
273	4
274	3
274	2
275	4
275	3
275	2
276	3
277	4
278	3
278	0
278	2
279	4
280	4
281	0
281	1
282	3
282	2
283	4
284	0
284	4
285	0
285	1
286	0
286	1
287	4
288	0
289	0
290	0
291	4
291	0
292	1
292	3
293	1
294	3
294	1
295	0
295	1
296	3
296	2
297	4
298	3
298	4
299	4
300	4
301	4
302	4
302	5
303	4
304	4
305	4
306	1
306	0
307	4
308	4
308	1
309	4
310	0
310	1
311	3
311	1
312	3
312	2
313	4
314	5
315	0
316	1
317	4
318	4
319	0
320	4
321	4
322	1
323	1
324	4
325	4
326	4
327	0
327	1
328	1
329	4
330	2
330	3
331	3
331	4
332	0
333	0
333	1
334	2
334	3
335	5
336	4
337	0
338	5
339	3
340	0
341	1
341	0
342	3
342	4
342	1
343	1
343	0
344	4
345	0
345	1
346	0
347	4
348	0
349	4
350	5
350	1
350	0
351	4
352	0
353	4
354	4
355	5
356	3
357	4
358	0
359	2
359	3
360	0
361	3
361	2
362	0
363	4
364	0
365	3
366	1
367	4
368	4
369	5
370	4
371	1
371	3
372	4
372	3
373	2
373	3
374	3
374	2
375	3
376	5
377	4
378	4
379	0
380	0
380	1
381	4
382	5
383	4
384	5
385	0
386	4
387	5
388	1
388	4
389	5
390	4
391	4
392	0
393	0
394	0
394	1
395	0
395	1
396	4
397	0
398	0
399	0
400	4
401	4
402	0
403	4
404	4
405	4
406	4
407	4
408	4
409	4
410	4
411	4
412	4
413	1
413	0
414	4
415	4
416	4
417	4
418	3
419	4
420	4
421	4
422	4
423	4
424	4
425	4
426	0
427	4
428	4
429	4
430	0
431	4
432	0
433	0
434	5
435	0
435	3
435	1
436	4
437	0
438	0
439	4
440	4
441	4
442	3
442	1
443	0
443	1
444	5
445	0
446	4
447	4
448	0
449	4
450	4
451	4
452	4
453	4
454	4
455	4
456	4
457	3
458	4
459	4
460	3
460	4
461	4
462	0
463	0
464	4
465	1
465	5
465	0
466	0
467	4
468	4
469	5
469	0
470	0
471	0
472	0
473	1
473	3
474	4
475	4
476	1
476	2
476	3
476	4
477	4
478	5
479	4
480	0
481	1
482	0
482	1
483	1
483	3
484	0
484	1
485	0
486	1
486	0
487	3
488	0
489	4
490	4
491	0
492	0
493	0
494	3
494	4
495	4
495	3
496	5
497	4
498	0
499	4
500	4
501	0
502	4
503	4
504	4
504	1
504	3
505	4
506	4
507	4
