0	0
0	1
1	0
2	1
2	3
2	4
2	0
3	3
3	1
3	0
3	2
4	2
4	0
4	1
4	4
5	2
5	4
5	1
5	0
6	0
6	3
6	2
6	1
7	0
7	1
7	2
8	3
8	2
8	1
8	0
9	0
9	4
9	1
10	1
10	0
10	3
11	4
11	3
11	1
11	0
12	0
12	2
12	3
12	4
13	1
13	4
13	0
14	1
14	0
14	3
15	0
15	1
16	2
16	0
16	3
17	4
17	3
17	0
17	2
18	0
18	1
19	0
19	4
19	1
19	2
20	2
20	0
20	1
21	1
21	0
21	3
21	2
22	0
22	1
22	2
22	3
22	4
23	0
23	2
23	1
23	4
24	4
24	1
24	0
24	2
24	3
25	2
25	0
25	4
26	1
26	0
26	2
26	3
27	0
27	1
27	2
28	0
28	3
28	1
28	2
29	4
29	0
29	1
30	0
30	1
30	4
31	3
31	1
31	0
32	0
32	2
33	0
33	4
33	1
34	2
34	0
34	1
34	3
34	4
35	4
35	1
35	0
36	0
36	1
36	4
36	2
37	0
37	2
37	1
38	1
38	0
39	1
39	3
39	0
39	2
40	4
40	0
40	2
41	0
41	1
41	4
41	3
42	3
42	1
42	0
42	2
42	4
43	3
43	0
43	1
44	1
44	0
45	0
45	4
46	0
46	1
47	1
47	0
48	0
48	2
48	1
48	3
49	0
49	1
49	2
49	3
50	1
50	0
50	4
51	0
51	3
51	2
52	3
52	1
52	0
53	0
54	2
54	3
54	1
54	0
55	4
55	3
55	0
56	3
56	1
56	0
56	2
57	2
57	0
58	0
59	0
60	0
60	2
60	1
61	0
61	3
61	1
61	2
62	2
62	0
62	1
62	3
63	2
63	4
63	0
63	1
64	0
64	1
65	0
66	2
66	0
66	1
66	3
66	4
67	3
67	0
67	1
68	0
69	2
69	4
69	3
69	1
69	0
70	2
70	0
70	1
70	3
71	2
71	0
71	3
72	0
72	1
72	3
73	3
73	0
73	2
74	0
75	1
75	0
75	2
76	3
76	0
76	2
77	1
77	0
77	2
77	3
78	0
78	2
78	1
79	0
79	2
80	3
80	1
80	4
80	0
81	4
81	3
81	1
81	0
81	2
82	0
82	3
83	0
84	1
84	0
85	0
86	2
86	1
86	0
86	4
87	4
87	2
87	3
87	1
87	0
88	1
88	0
88	3
89	0
89	1
90	4
90	2
90	0
90	1
90	3
91	0
91	3
91	4
91	2
92	0
92	4
93	3
93	0
93	1
94	1
94	0
94	3
94	2
95	2
95	1
95	4
95	3
95	0
96	0
97	0
97	1
98	1
98	3
98	2
98	0
99	3
99	0
99	2
100	2
100	0
100	1
100	3
101	0
101	1
101	3
102	4
102	0
102	1
103	1
103	3
103	4
103	0
103	2
104	0
104	1
105	0
105	1
106	2
106	0
106	1
107	3
107	1
107	0
107	2
108	3
108	0
108	2
109	0
110	0
111	0
112	2
112	0
112	3
112	1
113	0
113	4
113	3
113	2
113	1
114	1
114	3
114	4
114	0
114	2
115	2
115	0
115	3
116	4
116	3
116	0
116	2
116	1
117	3
117	0
118	0
118	4
118	1
119	0
120	4
120	2
120	0
120	1
120	3
121	1
121	4
121	0
122	4
122	0
122	2
123	1
123	0
123	2
123	3
123	4
124	0
124	1
125	3
125	0
125	2
126	1
126	2
126	0
127	0
127	1
127	3
128	0
128	4
129	1
129	0
130	0
130	4
131	1
131	0
132	3
132	1
132	0
133	2
133	0
133	1
133	3
133	4
134	4
134	1
134	0
134	2
135	4
135	0
135	1
135	2
135	3
136	2
136	0
136	1
137	0
137	4
137	3
138	4
138	0
139	4
139	2
139	0
139	1
140	2
140	4
140	3
140	0
140	1
141	0
141	2
141	3
142	4
142	3
142	1
142	2
142	0
143	0
144	3
144	2
144	0
144	1
145	0
146	3
146	0
146	2
147	4
147	2
147	0
147	3
147	1
148	0
149	1
149	0
149	2
149	3
150	2
150	1
150	0
151	3
151	1
151	4
151	2
151	0
152	1
152	0
153	0
154	1
154	2
154	4
154	0
155	2
155	0
155	4
156	1
156	2
156	0
157	2
157	0
157	1
157	3
158	0
159	2
159	1
159	3
159	4
159	0
160	4
160	1
160	0
161	0
161	1
161	3
161	4
162	3
162	0
162	2
162	4
163	0
164	0
164	4
165	0
165	1
166	0
166	1
167	1
167	0
168	0
168	1
168	4
168	3
169	2
169	0
169	1
169	4
169	3
170	3
170	0
170	2
171	0
171	3
171	2
172	0
172	3
172	1
172	2
173	0
174	1
174	0
174	2
174	3
175	0
176	0
176	4
176	3
176	1
